,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
18255,MO,"Macao SAR, China","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,East Asia & Pacific,High income,Not classified,113.55,22.1667
18256,MO,"Macao SAR, China","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,East Asia & Pacific,High income,Not classified,113.55,22.1667
18257,MO,"Macao SAR, China","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,,East Asia & Pacific,High income,Not classified,113.55,22.1667
18258,MO,"Macao SAR, China","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,East Asia & Pacific,High income,Not classified,113.55,22.1667
18259,MO,"Macao SAR, China","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,East Asia & Pacific,High income,Not classified,113.55,22.1667
18260,MO,"Macao SAR, China","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,East Asia & Pacific,High income,Not classified,113.55,22.1667
18261,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18262,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18263,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18264,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18265,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18266,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,45.459444882299,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18267,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18268,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18269,MG,Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Sub-Saharan Africa ,Low income,IDA,45.7167,-20.4667
18270,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18271,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18272,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18273,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18274,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18275,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,49.647247988715,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18276,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18277,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18278,MW,Malawi,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Sub-Saharan Africa ,Low income,IDA,33.7703,-13.9899
18279,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18280,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18281,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18282,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18283,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18284,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,18.138603074633,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18285,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18286,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18287,MY,Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,East Asia & Pacific,Upper middle income,IBRD,101.684,3.12433
18288,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,South Asia,Upper middle income,IDA,73.5109,4.1742
18289,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,South Asia,Upper middle income,IDA,73.5109,4.1742
18290,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,South Asia,Upper middle income,IDA,73.5109,4.1742
18291,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,South Asia,Upper middle income,IDA,73.5109,4.1742
18292,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,South Asia,Upper middle income,IDA,73.5109,4.1742
18293,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,8.15932122841673,South Asia,Upper middle income,IDA,73.5109,4.1742
18294,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,South Asia,Upper middle income,IDA,73.5109,4.1742
18295,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,South Asia,Upper middle income,IDA,73.5109,4.1742
18296,MV,Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,South Asia,Upper middle income,IDA,73.5109,4.1742
18297,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18298,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18299,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18300,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18301,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18302,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,60.2543251797839,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18303,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18304,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18305,ML,Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Sub-Saharan Africa ,Low income,IDA,-7.50034,13.5667
18306,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18307,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18308,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18309,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18310,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18311,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,7.00213354268577,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18312,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18313,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18314,MT,Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,14.5189,35.9042
18315,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18316,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18317,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18318,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18319,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18320,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18321,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18322,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18323,MH,Marshall Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,East Asia & Pacific,Upper middle income,IDA,171.135,7.11046
18324,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18325,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18326,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18327,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18328,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18329,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,52.7128002020344,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18330,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18331,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18332,MR,Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Sub-Saharan Africa ,Lower middle income,IDA,-15.9824,18.2367
18333,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18334,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18335,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18336,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18337,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18338,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,7.26439921820429,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18339,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18340,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18341,MU,Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Sub-Saharan Africa ,Upper middle income,IBRD,57.4977,-20.1605
18342,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18343,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18344,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18345,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18346,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18347,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,9.0934368360701,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18348,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18349,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18350,MX,Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Latin America & Caribbean ,Upper middle income,IBRD,-99.1276,19.427
18351,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18352,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18353,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18354,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18355,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18356,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,12.7066300942558,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18357,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18358,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18359,FM,"Micronesia, Fed. Sts.","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,East Asia & Pacific,Lower middle income,IDA,158.185,6.91771
18360,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18361,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18362,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18363,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18364,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18365,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,4.47050314530646,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18366,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18367,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18368,MD,Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Europe & Central Asia,Upper middle income,IBRD,28.8497,47.0167
18369,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18370,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18371,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18372,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18373,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18374,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18375,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18376,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18377,MC,Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Europe & Central Asia,High income,Not classified,7.41891,43.7325
18378,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18379,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18380,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18381,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18382,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18383,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,6.30956602200595,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18384,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18385,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18386,MN,Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,East Asia & Pacific,Upper middle income,IBRD,106.937,47.9129
18387,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18388,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18389,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18390,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18391,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18392,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,1.41387631975863,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18393,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18394,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18395,ME,Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Europe & Central Asia,Upper middle income,IBRD,19.2595,42.4602
18396,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18397,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18398,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18399,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18400,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18401,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,8.9061293772705,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18402,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18403,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18404,MA,Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-6.8704,33.9905
18405,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18406,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18407,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2022,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18408,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2021,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18409,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2020,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18410,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2019,54.4396366039944,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18411,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2018,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18412,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2017,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18413,MZ,Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Sub-Saharan Africa ,Low income,IDA,32.5713,-25.9664
18414,MM,Myanmar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2024,,East Asia & Pacific,Lower middle income,IDA,95.9562,21.914
18415,MM,Myanmar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2023,,East Asia & Pacific,Lower middle income,IDA,95.9562,21.914
